roll_no,grade,name,points,school,section,friends,updated_at
224,12,Janae Mohr,12,School 3,Section Section 4,"441, 665, 873, 976",2023-07-02 00:51:29.706500+00:00
225,11,Lelah Wiza,81,School 3,Section Section 3,"208, 428, 592, 633, 704, 755",2023-06-01 17:54:36.889842+00:00
226,10,Elena Lind,23,School 3,Section Section 1,"78, 543, 628, 891",2023-06-20 08:48:23.016224+00:00
227,11,Niko Bosco,39,School 3,Section Section 4,"108, 189, 362, 456, 706, 797",2023-07-25 15:58:42.245290+00:00
228,9,Nakia Hane,85,School 3,Section Section 1,"98, 231, 274, 284, 303, 335",2023-06-09 00:28:06.314025+00:00
229,10,Larue Metz,55,School 3,Section Section 3,"27, 36, 271, 369, 385, 616, 986",2023-07-04 16:06:19.395213+00:00
230,11,Roel Jones,88,School 3,Section Section 3,"241, 550",2023-06-21 09:48:45.418927+00:00
231,9,Wade Ebert,87,School 3,Section Section 4,"30, 228, 300, 462, 466",2023-07-02 19:57:53.589460+00:00
232,9,Era Heaney,19,School 3,Section Section 3,"15, 368, 448, 582, 811, 859",2023-06-23 19:17:46.661632+00:00
233,10,Gabe Stamm,86,School 3,Section Section 2,"179, 872, 890",2023-05-31 04:17:02.695875+00:00
234,9,Roel Jones,32,School 3,Section Section 3,"322, 389, 606",2023-06-29 03:19:23.710100+00:00
235,10,Nakia Hane,81,School 3,Section Section 3,"10, 37, 117, 194, 282, 538, 609, 801, 874, 927, 928, 961",2023-06-15 04:47:10.732103+00:00
236,9,Dena Purdy,92,School 3,Section Section 1,"356, 453, 517, 648, 656",2023-07-18 19:03:34.870104+00:00
237,10,Rod Cremin,98,School 3,Section Section 1,"493, 681, 931, 978, 984",2023-07-07 04:23:51.881489+00:00
238,12,Vada Koss,71,School 3,Section Section 2,"9, 112, 367, 462, 521, 556, 561, 874",2023-07-10 13:24:59.123307+00:00
239,11,Eva Hammes,41,School 3,Section Section 3,"621, 846, 855, 901, 972",2023-07-01 22:53:56.351961+00:00
240,11,Dee Hand,41,School 3,Section Section 4,"72, 190, 348, 619, 744",2023-06-10 12:48:56.354730+00:00
241,10,Velva Lind,90,School 3,Section Section 1,"159, 230, 355, 360, 413, 546, 611, 617, 817, 868, 996",2023-06-20 19:52:08.352528+00:00
242,10,Deja Lemke,56,School 3,Section Section 1,"309, 376, 447, 637, 696, 799, 993",2023-07-24 11:26:55.353463+00:00
243,11,Vita Price,6,School 3,Section Section 1,"57, 325, 600, 779",2023-07-06 12:30:29.348479+00:00
244,9,Lura Ortiz,56,School 3,Section Section 1,"199, 386, 467, 578, 632, 873",2023-07-01 03:16:26.344859+00:00
245,10,Erna Huels,92,School 3,Section Section 3,"116, 199, 556, 745, 894, 948",2023-07-24 18:40:26.383702+00:00
246,9,Adan Rohan,15,School 3,Section Section 2,"653, 863, 918",2023-06-04 05:48:16.406776+00:00
247,10,Rod Carter,63,School 3,Section Section 1,"112, 178, 180, 313, 358, 512, 619, 726, 869, 912, 977",2023-07-25 01:12:28.411825+00:00
248,12,Fern Moen,65,School 3,Section Section 1,"186, 265, 335, 391, 672, 831",2023-07-18 01:31:38.498935+00:00
249,12,Tom Lakin,1,School 3,Section Section 1,"286, 744, 755, 805, 895, 908",2023-07-17 03:21:00.500476+00:00
250,11,Rod Carter,69,School 3,Section Section 1,"136, 144, 210, 720, 785, 791, 989",2023-06-08 01:08:41.497063+00:00
251,12,Keanu Yost,30,School 3,Section Section 1,"168, 411, 431, 650, 696",2023-06-27 16:07:05.502435+00:00
252,10,Ari Feeney,12,School 3,Section Section 2,"79, 128, 159, 256, 535, 613, 615, 832",2023-07-10 21:52:30.501737+00:00
253,11,Jose Nolan,17,School 3,Section Section 2,"26, 57, 268, 334, 558",2023-07-11 06:43:12.586524+00:00
254,10,Felipa Von,8,School 3,Section Section 4,"10, 145, 182, 212, 411, 735, 740, 779, 826",2023-06-18 02:52:14.592809+00:00
255,9,Alene Hane,62,School 3,Section Section 2,"86, 184, 259, 264, 296",2023-07-13 01:51:11.589135+00:00
256,12,Kody Morar,14,School 3,Section Section 3,"252, 388, 927",2023-07-05 11:25:22.591476+00:00
257,9,Arvid Bode,100,School 3,Section Section 3,"6, 732",2023-07-18 12:16:40.592012+00:00
258,9,Guy Ward,95,School 3,Section Section 4,"206, 471, 514, 739, 803, 806, 865, 918",2023-06-02 02:00:56.590977+00:00
259,11,Jose Nolan,62,School 3,Section Section 1,"8, 143, 255, 473, 491, 615, 812, 974",2023-05-26 08:44:38.593973+00:00
260,12,Adan Rohan,67,School 3,Section Section 3,"309, 576, 878, 961, 970, 988",2023-07-12 21:57:09.592662+00:00
261,12,Vida Wyman,37,School 3,Section Section 3,"52, 346, 397, 419, 677, 713, 727, 813, 865",2023-06-03 13:24:26.588459+00:00
262,10,Russ Lang,23,School 3,Section Section 3,"168, 353, 440, 465, 734, 737, 997",2023-07-06 10:49:00.587034+00:00
263,11,Tiana Ward,35,School 3,Section Section 1,"38, 121, 612",2023-06-09 10:02:34.594719+00:00
264,10,Velva Rowe,99,School 3,Section Section 4,"14, 94, 117, 255, 265, 297, 501, 703, 866",2023-06-29 16:54:08.594176+00:00
265,12,Gabe Stamm,7,School 3,Section Section 2,"248, 264, 665",2023-07-07 10:41:27.607111+00:00
266,9,Retha Toy,98,School 3,Section Section 2,"395, 452, 942",2023-05-27 13:05:22.693364+00:00
267,12,Elena Lind,32,School 3,Section Section 2,"130, 283, 352, 509, 847, 942",2023-07-25 01:22:05.922576+00:00
268,9,Jade Kihn,95,School 3,Section Section 3,"199, 253, 757, 856",2023-07-25 22:36:38.151134+00:00
269,9,Nico Dare,22,School 3,Section Section 4,"117, 122, 157, 554, 732, 740, 858, 919, 960",2023-07-20 02:46:33.213530+00:00
270,11,Mina Feil,98,School 3,Section Section 3,"598, 674, 912",2023-07-15 00:07:51.302835+00:00
271,9,Cale Lang,45,School 3,Section Section 2,"82, 187, 229, 307, 424, 509, 563, 849, 869",2023-06-28 13:06:40.416305+00:00
272,10,Roel Jones,76,School 3,Section Section 2,"175, 333, 457, 463, 538, 671, 798, 971",2023-06-21 16:00:26.444592+00:00
273,10,Cale Lang,18,School 3,Section Section 4,"54, 347, 685, 692",2023-06-03 14:29:10.445172+00:00
274,11,Ottis Torp,6,School 3,Section Section 2,"161, 184, 228, 414, 499, 663, 748, 960, 974",2023-06-13 08:16:54.501256+00:00
275,9,Alene Hane,34,School 3,Section Section 3,"21, 90, 287, 508, 702, 840, 987",2023-07-26 00:26:33.531636+00:00
276,12,Kacey Mohr,56,School 3,Section Section 1,736,2023-06-14 09:00:19.652707+00:00
277,10,Fleta Batz,89,School 3,Section Section 2,"68, 200, 621, 655",2023-07-24 07:02:52.652282+00:00
278,11,Dale Rohan,100,School 3,Section Section 4,"53, 175, 306, 321, 410, 563, 650, 665",2023-06-01 13:37:24.743588+00:00
279,9,Cora Mills,96,School 3,Section Section 4,"92, 300, 380, 439, 455, 655, 671, 672, 960",2023-07-25 15:54:16.757286+00:00
280,9,Judy Hills,87,School 3,Section Section 1,"54, 146, 282, 418, 466, 571, 880, 897",2023-06-16 14:49:09.776748+00:00
281,9,Kira Walsh,31,School 3,Section Section 4,"303, 563",2023-07-23 14:56:37.873922+00:00
282,9,Neva Batz,28,School 3,Section Section 4,"98, 173, 235, 280, 500, 623",2023-07-06 03:13:23.997530+00:00
283,9,Kacey Mohr,51,School 3,Section Section 2,"42, 185, 201, 267, 549, 583, 623, 699",2023-06-25 07:47:01.531990+00:00
284,11,Arvid Bode,87,School 3,Section Section 3,"228, 418, 498, 571",2023-07-08 09:20:32.903932+00:00
285,10,Mara Crona,86,School 3,Section Section 1,"111, 139, 146, 491, 561, 579, 639, 748, 771",2023-06-30 07:01:07.900768+00:00
286,9,Ted Rogahn,90,School 3,Section Section 2,"194, 195, 249, 507, 571, 653, 819, 901",2023-06-02 16:17:38.004205+00:00
287,12,Roel Jones,18,School 3,Section Section 2,"134, 275, 559, 692, 693",2023-06-20 10:02:35.000671+00:00
288,12,Pat Hirthe,91,School 3,Section Section 2,"21, 325, 373, 420, 513, 930, 997",2023-07-10 04:33:38.005079+00:00
289,12,Ottis Torp,72,School 3,Section Section 1,"84, 443, 448, 581, 788, 989",2023-06-08 09:37:20.009419+00:00
290,10,Bell Walsh,58,School 3,Section Section 1,"57, 714, 906",2023-07-24 13:38:22.113260+00:00
291,12,Vida Wyman,67,School 3,Section Section 3,"801, 820, 882",2023-06-05 01:54:54.124479+00:00
292,9,Tina Smith,16,School 3,Section Section 1,"69, 182, 353, 399, 784",2023-07-14 04:41:47.120792+00:00
293,12,Bell Walsh,63,School 3,Section Section 1,"360, 419, 432, 634, 735, 903, 932",2023-07-14 06:10:50.184820+00:00
294,9,Erna Huels,3,School 3,Section Section 1,"55, 128, 397, 530, 574, 597, 762, 808",2023-06-25 00:22:32.269542+00:00
295,12,Adan Rohan,57,School 3,Section Section 1,"13, 118, 130, 491, 657, 762, 772, 911",2023-07-08 20:04:44.335285+00:00
296,12,Lloyd Koch,65,School 3,Section Section 1,"119, 215, 255, 356, 470, 720, 807, 846, 940, 997",2023-05-27 04:28:32.359572+00:00
297,12,Mina Feil,69,School 3,Section Section 3,"264, 638, 783, 924, 936",2023-06-07 08:15:59.462676+00:00
298,9,Kacey Mohr,70,School 3,Section Section 4,"416, 422, 816, 942",2023-07-16 04:45:05.510220+00:00
299,11,Dee Rau,87,School 3,Section Section 1,"123, 165, 463, 501, 815, 990",2023-05-29 15:37:26.680623+00:00
300,12,Tina Smith,81,School 3,Section Section 1,"46, 231, 279, 455, 464, 520, 661, 734, 777, 842, 895, 990",2023-07-21 04:10:01.704648+00:00
301,11,Eva Lakin,65,School 4,Section Section 3,"100, 136, 438, 582, 631, 667, 688, 748",2023-05-28 07:49:50.774068+00:00
302,9,Roel Jones,5,School 4,Section Section 3,"74, 223, 331, 517, 541, 597, 774, 831, 856",2023-07-23 14:59:56.913220+00:00
303,11,Dean Lang,52,School 4,Section Section 3,"86, 128, 169, 189, 228, 281, 550, 681, 756, 772, 789, 880",2023-07-20 01:12:31.141827+00:00
304,9,Lola Purdy,94,School 4,Section Section 1,"150, 324, 479, 482, 489, 798, 924, 969",2023-07-03 22:23:12.372223+00:00
305,12,Velva Lind,86,School 4,Section Section 4,"438, 546, 776, 918",2023-07-19 09:44:57.497081+00:00
306,11,Zane Runte,0,School 4,Section Section 1,"278, 307, 431, 441, 754, 847",2023-06-11 01:15:09.522497+00:00
307,11,Tod Hintz,90,School 4,Section Section 2,"52, 271, 306, 385, 499",2023-07-03 07:24:28.520045+00:00
308,10,Adan Rohan,15,School 4,Section Section 1,"111, 644, 807",2023-07-08 16:45:05.614708+00:00
309,11,Angie Beer,45,School 4,Section Section 2,"242, 260, 388, 455, 642",2023-06-30 06:16:55.774814+00:00
310,11,Janae Mohr,67,School 4,Section Section 4,"145, 171, 198, 613, 643, 671, 890, 959",2023-07-18 20:07:31.926207+00:00
311,10,Erna Huels,95,School 4,Section Section 1,"1, 54, 57, 399, 513, 634, 762, 826",2023-06-18 08:46:43.951220+00:00
312,9,Cora Mills,35,School 4,Section Section 1,"8, 135, 313, 358, 419, 435",2023-06-08 09:05:09.151203+00:00
313,12,Eva Hammes,46,School 4,Section Section 2,"31, 247, 312, 950",2023-06-14 13:07:39.303785+00:00
314,9,Vada Koss,5,School 4,Section Section 1,"188, 576, 595, 707, 957",2023-07-23 20:31:38.430275+00:00
315,10,Ted Rogahn,22,School 4,Section Section 1,"2, 56, 147, 519, 644, 923",2023-05-28 17:36:39.558471+00:00
316,10,Fern Moen,31,School 4,Section Section 2,"11, 572, 575, 822, 904, 914",2023-06-30 00:25:42.631480+00:00
317,12,Nakia Hane,62,School 4,Section Section 4,"684, 738, 802, 893, 898",2023-07-07 06:39:13.809308+00:00
318,9,Eva Lakin,45,School 4,Section Section 3,"45, 340, 446, 465, 563, 858",2023-07-24 17:12:24.935861+00:00
319,9,Pat Hirthe,40,School 4,Section Section 4,"410, 622, 664, 714",2023-06-07 07:14:48.948778+00:00
320,10,Adan Rohan,65,School 4,Section Section 3,"85, 115, 164, 460, 638, 761, 885, 989",2023-06-19 00:44:50.086147+00:00
321,11,Alba Bosco,44,School 4,Section Section 1,"191, 278, 399, 456, 771",2023-07-24 16:01:34.185922+00:00
322,11,Guy Ward,53,School 4,Section Section 4,"130, 234, 375, 494, 535, 856",2023-07-22 12:14:35.339079+00:00
323,10,Rod Cremin,22,School 4,Section Section 2,"513, 794, 824, 859, 899",2023-06-17 01:44:43.465452+00:00
324,10,Ted Rogahn,57,School 4,Section Section 1,"304, 392, 423, 456, 919",2023-06-24 22:44:34.489461+00:00
325,10,Rae Mills,89,School 4,Section Section 1,"243, 288",2023-07-11 18:23:52.602140+00:00
326,11,Ryley Beer,74,School 4,Section Section 3,"34, 68, 376, 673, 933",2023-06-26 17:47:51.786586+00:00
327,10,Ted Rogahn,94,School 4,Section Section 4,"393, 402, 435, 575, 689, 801, 820",2023-05-28 23:17:52.811007+00:00
328,11,Dee Hand,0,School 4,Section Section 3,"75, 516, 531, 716, 727, 751, 827, 890",2023-07-22 07:35:28.995597+00:00
329,11,Buck Auer,23,School 4,Section Section 2,"60, 485, 491, 539, 827, 983",2023-06-01 03:06:21.224287+00:00
330,12,Sim Parker,70,School 4,Section Section 4,"141, 196, 633, 820, 964",2023-06-22 02:31:28.350610+00:00
331,9,Ayden Moen,79,School 4,Section Section 2,"302, 628, 793, 808, 816, 881, 944",2023-06-13 03:46:48.579527+00:00
332,10,Arvid Bode,77,School 4,Section Section 4,"593, 633",2023-06-23 08:37:25.633619+00:00
333,12,Ryley Beer,67,School 4,Section Section 2,"272, 636, 665, 985",2023-07-10 17:04:50.728655+00:00
334,11,Judy Hills,13,School 4,Section Section 4,"86, 120, 211, 253, 336, 592, 601, 913, 916",2023-05-28 04:09:56.793092+00:00
335,9,Mia Mraz,50,School 4,Section Section 2,"84, 166, 228, 248, 682, 801",2023-07-10 17:02:48.984721+00:00
336,11,Lloyd Koch,57,School 4,Section Section 1,"334, 409, 610, 742, 937, 955",2023-05-31 04:49:42.108971+00:00
337,10,Felipa Von,91,School 4,Section Section 2,"124, 575, 682, 930",2023-05-30 07:28:18.163393+00:00
338,11,Wade Ebert,12,School 4,Section Section 2,"44, 103, 370, 381, 591, 650, 675, 970, 998",2023-06-15 08:20:50.259935+00:00
339,10,Fern Moen,17,School 4,Section Section 1,"208, 215, 472, 584, 627, 638, 644, 884",2023-07-16 18:46:47.328109+00:00
340,12,Brad Walsh,65,School 4,Section Section 1,"149, 168, 318, 378, 741, 934",2023-05-26 20:28:03.513327+00:00
341,11,Tod Hintz,42,School 4,Section Section 3,"115, 518, 603, 618, 911, 941",2023-06-15 02:57:36.639955+00:00
342,11,Russ Lang,75,School 4,Section Section 3,"380, 382, 451, 856",2023-07-22 07:32:47.650356+00:00
343,10,Fern Moen,42,School 4,Section Section 1,"6, 366, 423, 458, 819",2023-07-08 08:28:42.675251+00:00
344,11,Lloyd Koch,42,School 4,Section Section 3,"47, 189, 219, 484, 619, 635, 637, 878",2023-05-27 10:06:21.865388+00:00
345,12,Janae Mohr,51,School 4,Section Section 3,"664, 691, 775, 989, 990",2023-06-26 05:15:17.975298+00:00
346,12,Nico Dare,26,School 4,Section Section 2,"261, 581, 803",2023-07-05 21:17:33.067137+00:00
347,10,Jose Nolan,81,School 4,Section Section 3,"6, 102, 140, 273, 386, 490, 512, 625, 938",2023-06-03 08:25:56.192602+00:00
348,10,Adan Rohan,89,School 4,Section Section 2,"195, 216, 240, 417, 435, 926, 936, 944",2023-07-17 10:19:58.308540+00:00
349,11,Fleta Batz,93,School 4,Section Section 4,"191, 511, 598, 852",2023-06-30 09:02:05.374027+00:00
350,12,Niko Bosco,32,School 4,Section Section 2,"107, 389, 419, 803, 824",2023-05-31 21:10:07.435049+00:00
351,9,Lia Ferry,29,School 4,Section Section 2,"100, 197, 656, 755",2023-06-25 17:45:35.435924+00:00
352,12,Mavis Jast,60,School 4,Section Section 1,"36, 188, 267, 450, 483, 535, 747, 870, 939",2023-06-24 11:23:54.621876+00:00
353,12,Myra Runte,79,School 4,Section Section 3,"149, 170, 262, 292, 369, 493, 757, 851, 885",2023-06-16 00:46:42.631974+00:00
354,10,Velva Rowe,90,School 4,Section Section 1,"66, 103, 152, 153, 385, 403, 503, 772, 856",2023-07-06 09:12:00.653468+00:00
355,11,Clay Cole,93,School 4,Section Section 4,"241, 640, 650, 879, 913, 989",2023-07-16 21:53:53.794715+00:00
356,11,Tom Jacobs,49,School 4,Section Section 1,"65, 220, 236, 296, 625, 769, 958",2023-07-24 01:23:16.920997+00:00
357,11,Kacey Mohr,6,School 4,Section Section 4,"68, 111, 167, 387, 552, 717, 943",2023-06-28 22:13:32.035086+00:00
358,12,Mina Feil,82,School 4,Section Section 1,"41, 88, 216, 247, 312, 380, 507",2023-06-18 00:42:05.173682+00:00
359,12,Era Heaney,95,School 4,Section Section 4,"414, 582, 683, 736, 909",2023-06-26 13:11:59.402231+00:00
360,10,Ana Metz,23,School 4,Section Section 3,"241, 293, 547, 842, 876, 885, 979",2023-06-26 05:13:41.476775+00:00
361,9,Kale Moen,34,School 4,Section Section 1,"46, 444, 524, 529, 568, 704, 731, 937",2023-07-21 23:01:51.597163+00:00
362,10,Erna Huels,51,School 4,Section Section 4,"93, 227, 399, 853, 939",2023-06-05 09:16:20.622274+00:00
363,10,Dee Hand,25,School 4,Section Section 3,"4, 124, 496, 512, 543, 585, 752, 973",2023-06-24 10:48:57.806050+00:00
364,11,Fleta Batz,100,School 4,Section Section 3,"11, 189, 643, 761, 878, 997",2023-06-29 16:10:43.031409+00:00
365,9,Kylee Wolf,24,School 4,Section Section 4,"64, 118, 412, 874, 900",2023-07-13 12:26:43.160683+00:00
366,10,Dora O'Kon,31,School 4,Section Section 3,"343, 939",2023-06-01 15:37:37.287089+00:00
367,11,Buck Auer,13,School 4,Section Section 3,"79, 81, 120, 218, 238, 411, 525, 591, 822",2023-07-06 13:06:11.283311+00:00
368,12,Cory Roob,79,School 4,Section Section 4,"144, 232, 416, 498, 534, 835",2023-07-09 14:47:03.380469+00:00
369,9,Vada Koss,34,School 4,Section Section 4,"229, 353, 378, 443, 485, 515, 605",2023-05-30 12:57:01.566954+00:00
370,11,Velva Lind,54,School 4,Section Section 3,"49, 145, 221, 338, 378, 609, 807, 809",2023-07-12 12:06:03.733897+00:00
371,10,Neva Batz,32,School 4,Section Section 4,"31, 140, 385, 572, 576, 610, 661",2023-05-30 03:36:21.799052+00:00
372,9,Zane Runte,90,School 4,Section Section 4,"10, 33, 65, 89, 192, 385, 698",2023-07-12 09:58:52.943009+00:00
373,10,Devin Mann,3,School 4,Section Section 1,"288, 548, 597, 705, 804, 861",2023-07-17 22:38:26.067676+00:00
374,9,Kody Morar,39,School 4,Section Section 4,"11, 207, 572, 882, 900, 996",2023-06-14 15:13:13.298019+00:00
375,12,Era Heaney,10,School 4,Section Section 1,"322, 480, 533, 802, 879",2023-06-16 06:09:02.395949+00:00
376,10,Dee Hand,39,School 4,Section Section 3,"44, 167, 242, 326, 413, 511, 605, 747, 775",2023-06-24 10:46:07.551048+00:00
377,11,Janae Mohr,19,School 4,Section Section 1,"494, 550, 678, 995",2023-06-24 11:36:32.722333+00:00
378,10,Ottis Torp,71,School 4,Section Section 4,"119, 340, 369, 370, 401, 465, 570, 767, 812",2023-07-11 19:53:20.795091+00:00
379,12,Tina Smith,8,School 4,Section Section 1,"97, 141, 151, 415, 502",2023-06-22 19:37:07.826043+00:00
380,12,Ottis Torp,62,School 4,Section Section 1,"16, 279, 342, 358, 571, 619, 741, 827, 836, 897, 946",2023-06-03 13:46:06.883346+00:00
381,9,Mia Mraz,0,School 4,Section Section 3,"143, 338, 418, 472, 727, 961, 988",2023-06-25 23:32:20.950894+00:00
382,9,Dee Rau,13,School 4,Section Section 4,"342, 426, 461, 654, 848",2023-07-24 20:47:48.151058+00:00
383,9,Janae Mohr,66,School 4,Section Section 2,"468, 679",2023-06-25 12:35:48.334535+00:00
384,12,Lacey Hahn,84,School 4,Section Section 4,"159, 206, 568, 723, 965",2023-06-15 11:41:59.357201+00:00
385,12,Cale Lang,12,School 4,Section Section 4,"115, 229, 307, 354, 371, 372, 548, 688, 759",2023-07-25 22:28:10.484946+00:00
386,10,Vita Price,6,School 4,Section Section 4,"244, 347, 584, 679, 714, 754, 770, 885",2023-06-04 06:02:32.493725+00:00
387,9,Dovie Jast,32,School 4,Section Section 4,"6, 357, 430, 649, 932, 965, 981",2023-06-22 02:36:58.534494+00:00
388,12,Kale Moen,81,School 4,Section Section 2,"9, 25, 89, 256, 309, 556, 732, 826, 963, 995",2023-06-09 00:27:25.531148+00:00
389,9,Arvid Bode,60,School 4,Section Section 3,"114, 161, 194, 234, 350, 575, 749, 913",2023-07-01 20:53:16.569033+00:00
390,11,Vince Fay,52,School 4,Section Section 1,"87, 174, 406, 596, 903, 935",2023-06-21 03:04:50.751600+00:00
391,9,Elena Lind,68,School 4,Section Section 1,"151, 180, 248, 468, 537, 693, 799, 806, 957",2023-06-17 05:56:20.879661+00:00
392,10,Jan Little,26,School 4,Section Section 4,"20, 324, 642, 793, 810",2023-07-17 22:40:27.947158+00:00
393,10,Elena Lind,55,School 4,Section Section 3,"40, 117, 184, 327, 474, 512, 573, 675, 816, 856, 937",2023-06-05 05:10:41.187421+00:00
394,10,Ottis Torp,88,School 4,Section Section 2,"422, 688",2023-06-05 21:42:16.242027+00:00
395,12,Vince Fay,100,School 4,Section Section 3,"2, 266, 519, 671, 939",2023-07-22 04:28:01.338012+00:00
396,12,Lloyd Koch,21,School 4,Section Section 2,"6, 64, 501, 730, 732, 844",2023-06-12 22:50:17.567291+00:00
397,9,Jose Nolan,2,School 4,Section Section 4,"261, 294, 474, 790, 841, 980",2023-07-04 23:13:10.636839+00:00
398,9,Tom Jacobs,36,School 4,Section Section 2,"43, 142, 209, 473, 502, 508, 515, 569, 593, 818",2023-06-29 00:53:59.822077+00:00
399,9,Cale Lang,57,School 4,Section Section 3,"90, 155, 292, 311, 321, 362, 414, 694, 806, 897, 916",2023-07-15 15:49:00.946630+00:00
400,9,Jena Mraz,68,School 4,Section Section 2,"172, 520, 616, 905",2023-07-13 12:59:33.176405+00:00
401,11,Mara Crona,82,School 5,Section Section 1,"5, 169, 209, 378, 490, 515, 582",2023-07-25 09:45:55.347828+00:00
402,9,Era Heaney,33,School 5,Section Section 3,"13, 196, 327, 646, 801, 808, 956",2023-07-15 15:28:55.427995+00:00
403,12,Rex Jacobi,16,School 5,Section Section 1,"354, 420, 490, 581, 863, 904",2023-07-17 17:33:23.451845+00:00
404,10,Mya Rath,15,School 5,Section Section 1,"548, 684, 823",2023-06-27 14:32:51.521489+00:00
405,9,Clay Cole,46,School 5,Section Section 4,"506, 539, 557, 854",2023-05-29 18:55:27.519423+00:00
406,11,Rene Smith,83,School 5,Section Section 1,"88, 390",2023-05-31 17:16:15.586770+00:00
407,11,Arvid Bode,32,School 5,Section Section 4,"612, 642, 723, 970",2023-06-29 07:24:04.616440+00:00
408,9,Ottis Torp,21,School 5,Section Section 1,"44, 435, 586",2023-06-18 04:44:13.611360+00:00
409,11,Dovie Jast,18,School 5,Section Section 3,"33, 64, 163, 184, 336, 805, 941, 994",2023-06-07 01:01:28.758878+00:00
410,11,Jose Nolan,62,School 5,Section Section 4,"186, 190, 201, 278, 319, 452, 860, 883",2023-05-28 04:33:41.757116+00:00
411,12,Tod Hintz,0,School 5,Section Section 1,"134, 251, 254, 367, 555, 563, 937, 982",2023-07-05 18:19:21.918572+00:00
412,9,Rod Cremin,50,School 5,Section Section 3,"33, 69, 162, 168, 365, 441, 540, 648, 773, 953",2023-07-23 16:55:21.077331+00:00
413,11,Dale Rohan,63,School 5,Section Section 4,"241, 376, 780, 826, 912, 914",2023-06-11 22:50:16.307228+00:00
414,12,Larue Metz,95,School 5,Section Section 3,"13, 125, 135, 178, 274, 359, 399, 454, 474, 548, 558, 808",2023-06-20 22:36:49.432583+00:00
415,12,Adan Rohan,80,School 5,Section Section 4,"11, 87, 379, 590, 675, 785, 797, 801",2023-06-03 04:34:52.604078+00:00
416,11,Lura Ortiz,95,School 5,Section Section 2,"4, 32, 97, 298, 368, 506",2023-07-08 16:35:48.627165+00:00
417,12,Elena Lind,39,School 5,Section Section 3,"106, 136, 348, 461, 708, 959, 978",2023-06-09 21:36:58.811834+00:00
418,9,Rex Jacobi,28,School 5,Section Section 3,"95, 212, 280, 284, 381, 469",2023-06-14 17:59:15.938986+00:00
419,9,Dale Rohan,88,School 5,Section Section 1,"1, 261, 293, 312, 350, 835, 917",2023-06-19 14:57:09.962728+00:00
420,12,Nakia Hane,82,School 5,Section Section 1,"288, 403, 625, 683",2023-05-31 00:18:57.018326+00:00
421,11,Erna Huels,61,School 5,Section Section 2,"107, 179, 474, 532, 898",2023-06-25 01:06:29.105632+00:00
422,12,Guy Ward,77,School 5,Section Section 1,"298, 394, 557, 750, 770, 943",2023-07-14 11:36:57.239702+00:00
423,10,Rene Smith,95,School 5,Section Section 2,"72, 324, 343, 648, 676, 761, 776",2023-07-01 22:07:58.263972+00:00
424,11,Nakia Hane,61,School 5,Section Section 1,"25, 101, 271, 450, 549, 948",2023-07-02 14:06:16.390640+00:00
425,12,Dovie Jast,20,School 5,Section Section 2,"438, 585, 731, 907",2023-06-17 05:41:38.619271+00:00
426,11,Nova Haag,47,School 5,Section Section 3,"156, 382, 702, 993",2023-06-02 04:21:37.755660+00:00
427,12,Alba Bosco,32,School 5,Section Section 2,"469, 471, 511, 672, 821",2023-07-13 21:35:44.860643+00:00
428,9,Rene Smith,84,School 5,Section Section 1,"225, 503, 868, 928, 930",2023-06-09 12:32:34.941090+00:00
429,12,Deja Lemke,44,School 5,Section Section 1,"463, 511",2023-05-27 02:16:20.010104+00:00
430,11,Dale Rohan,88,School 5,Section Section 1,"9, 103, 387, 548, 562",2023-06-28 07:29:53.135205+00:00
431,11,Vidal King,80,School 5,Section Section 2,"56, 81, 171, 251, 306, 551, 639",2023-07-19 12:15:20.376232+00:00
432,9,Mina Feil,10,School 5,Section Section 2,"90, 293, 475, 536",2023-06-21 05:37:29.607194+00:00
433,10,Era Heaney,57,School 5,Section Section 3,"34, 46, 435, 816, 875, 935",2023-07-02 14:51:43.610331+00:00
434,10,Zane Runte,77,School 5,Section Section 1,"105, 453, 572, 573, 885",2023-07-06 18:54:42.700174+00:00
435,12,Eva Hammes,28,School 5,Section Section 4,"23, 112, 312, 327, 348, 408, 433, 456, 481, 766",2023-07-26 00:57:55.871591+00:00
436,9,Brad Walsh,78,School 5,Section Section 3,"102, 941",2023-07-06 10:03:53.009371+00:00
437,11,Mara Crona,45,School 5,Section Section 3,"95, 578, 705, 845",2023-07-06 20:07:36.238397+00:00
438,12,Kacey Mohr,78,School 5,Section Section 4,"301, 305, 425, 506, 814, 855",2023-06-21 12:06:18.467274+00:00
439,12,Vida Wyman,0,School 5,Section Section 1,"279, 460, 511, 673, 905",2023-06-01 13:03:02.583833+00:00
440,9,Devin Mann,52,School 5,Section Section 1,"44, 64, 138, 262, 957, 992",2023-06-14 03:43:01.663888+00:00
441,9,Cory Roob,17,School 5,Section Section 1,"224, 306, 412, 594, 702, 722, 788, 830, 868",2023-06-10 14:20:28.743285+00:00
442,12,Sim Parker,28,School 5,Section Section 3,"509, 521, 561, 580, 784, 901, 963",2023-07-10 00:24:23.915618+00:00
443,10,Kale Moen,49,School 5,Section Section 4,"289, 369, 496, 748, 846, 941",2023-05-30 01:54:28.996699+00:00
444,10,Kira Walsh,96,School 5,Section Section 4,"361, 449, 593, 697, 866, 915, 951",2023-06-28 09:09:06.224793+00:00
